[Context]
Date	8/20/2019 1:11:08 PM

[Module]
SerialNumber	14ZP1004
Model	FPI-HR-2
Config	-2-F2-SCAI-V
ManufactureDate	4/8/2014 12:00:00 AM
CalibrationDate	4/8/2014 12:00:00 AM
ControllerVersion	2.1.4.0
FirmwareVersion	1.2.0.0
HardwareVersion	4.0.0.0

[Channel]
Id	2
AcquisitionRate(Hz)	125
LowPassFilterFrequency(Hz)	1
Offset(kPa)	-33.8602676391602
Unit	kPa

[Sensor]
SerialNumber	1900006
Model	RocTest
CalibrationDate	8/20/2019 10:10:47 AM
Phenomenon	Pressure
AlgorithmUnit	kPa
MinCalibrationRange(kPa)	-3.40282346638529E+38
MaxCalibrationRange(kPa)	3.40282346638529E+38
AlgorithmType	CoefV1
CoefficientsLength	5
Coefficient0	174.360000610352
Coefficient1	-0.217069998383522
Coefficient2	2.24089990297216E-06
Coefficient3	-1.57330004579848E-09
Coefficient4	0

[Data]
2019-08-20	13:11:08.137944	0.040
2019-08-20	13:11:08.145944	0.040
2019-08-20	13:11:08.153944	0.040
2019-08-20	13:11:08.161944	0.041
2019-08-20	13:11:08.169944	0.041
2019-08-20	13:11:08.177944	0.041
2019-08-20	13:11:08.185944	0.041
2019-08-20	13:11:08.193944	0.041
2019-08-20	13:11:08.201944	0.041
2019-08-20	13:11:08.209944	0.041
2019-08-20	13:11:08.217944	0.041
2019-08-20	13:11:08.225944	0.041
2019-08-20	13:11:08.233944	0.042
2019-08-20	13:11:08.241944	0.042
2019-08-20	13:11:08.249944	0.043
2019-08-20	13:11:08.257944	0.043
2019-08-20	13:11:08.265944	0.043
2019-08-20	13:11:08.273944	0.044
2019-08-20	13:11:08.281944	0.044
2019-08-20	13:11:08.289944	0.044
2019-08-20	13:11:08.297944	0.044
2019-08-20	13:11:08.305944	0.044
2019-08-20	13:11:08.313944	0.043
2019-08-20	13:11:08.321944	0.043
2019-08-20	13:11:08.329944	0.043
2019-08-20	13:11:08.337944	0.043
2019-08-20	13:11:08.345944	0.043
2019-08-20	13:11:08.353944	0.044
2019-08-20	13:11:08.361944	0.044
2019-08-20	13:11:08.369944	0.044
2019-08-20	13:11:08.377944	0.043
2019-08-20	13:11:08.385944	0.043
2019-08-20	13:11:08.393944	0.043
2019-08-20	13:11:08.401944	0.042
2019-08-20	13:11:08.409944	0.042
2019-08-20	13:11:08.417944	0.041
2019-08-20	13:11:08.425944	0.041
2019-08-20	13:11:08.433944	0.041
2019-08-20	13:11:08.441944	0.040
2019-08-20	13:11:08.449944	0.040
2019-08-20	13:11:08.457944	0.039
2019-08-20	13:11:08.465944	0.039
2019-08-20	13:11:08.473944	0.039
2019-08-20	13:11:08.481944	0.039
2019-08-20	13:11:08.489944	0.039
2019-08-20	13:11:08.497944	0.040
2019-08-20	13:11:08.505944	0.040
2019-08-20	13:11:08.513944	0.040
2019-08-20	13:11:08.521944	0.040
2019-08-20	13:11:08.529944	0.040
2019-08-20	13:11:08.537944	0.040
2019-08-20	13:11:08.545944	0.040
2019-08-20	13:11:08.553944	0.041
2019-08-20	13:11:08.561944	0.041
2019-08-20	13:11:08.569944	0.041
2019-08-20	13:11:08.577944	0.042
2019-08-20	13:11:08.585944	0.042
2019-08-20	13:11:08.593944	0.042
2019-08-20	13:11:08.601944	0.042
2019-08-20	13:11:08.609944	0.042
2019-08-20	13:11:08.617944	0.042
2019-08-20	13:11:08.625944	0.042
2019-08-20	13:11:08.633944	0.042
2019-08-20	13:11:08.641944	0.043
2019-08-20	13:11:08.649944	0.043
2019-08-20	13:11:08.657944	0.044
2019-08-20	13:11:08.665944	0.045
2019-08-20	13:11:08.673944	0.046
2019-08-20	13:11:08.681944	0.046
2019-08-20	13:11:08.689944	0.047
2019-08-20	13:11:08.697944	0.048
2019-08-20	13:11:08.705944	0.048
2019-08-20	13:11:08.713944	0.048
2019-08-20	13:11:08.721944	0.048
2019-08-20	13:11:08.729944	0.048
2019-08-20	13:11:08.737944	0.048
2019-08-20	13:11:08.745944	0.048
2019-08-20	13:11:08.753944	0.048
2019-08-20	13:11:08.761944	0.048
2019-08-20	13:11:08.769944	0.048
2019-08-20	13:11:08.777944	0.048
2019-08-20	13:11:08.785944	0.048
2019-08-20	13:11:08.793944	0.047
2019-08-20	13:11:08.801944	0.047
2019-08-20	13:11:08.809944	0.047
2019-08-20	13:11:08.817944	0.047
2019-08-20	13:11:08.825944	0.047
2019-08-20	13:11:08.833944	0.047
2019-08-20	13:11:08.841944	0.047
2019-08-20	13:11:08.849944	0.048
2019-08-20	13:11:08.857944	0.048
2019-08-20	13:11:08.865944	0.048
2019-08-20	13:11:08.873944	0.048
2019-08-20	13:11:08.881944	0.049
2019-08-20	13:11:08.889944	0.049
2019-08-20	13:11:08.897944	0.049
2019-08-20	13:11:08.905944	0.049
2019-08-20	13:11:08.913944	0.049
2019-08-20	13:11:08.921944	0.050
2019-08-20	13:11:08.929944	0.050
2019-08-20	13:11:08.937944	0.050
2019-08-20	13:11:08.945944	0.050
2019-08-20	13:11:08.953944	0.051
2019-08-20	13:11:08.961944	0.051
2019-08-20	13:11:08.969944	0.051
2019-08-20	13:11:08.977944	0.052
2019-08-20	13:11:08.985944	0.052
2019-08-20	13:11:08.993944	0.052
2019-08-20	13:11:09.001944	0.052
2019-08-20	13:11:09.009944	0.052
2019-08-20	13:11:09.017944	0.052
2019-08-20	13:11:09.025944	0.053
2019-08-20	13:11:09.033944	0.053
2019-08-20	13:11:09.041944	0.053
2019-08-20	13:11:09.049944	0.054
2019-08-20	13:11:09.057944	0.054
2019-08-20	13:11:09.065944	0.054
2019-08-20	13:11:09.073944	0.054
2019-08-20	13:11:09.081944	0.054
2019-08-20	13:11:09.089944	0.054
2019-08-20	13:11:09.097944	0.054
2019-08-20	13:11:09.105944	0.054
2019-08-20	13:11:09.113944	0.053
2019-08-20	13:11:09.121944	0.053
2019-08-20	13:11:09.129944	0.053
2019-08-20	13:11:09.137944	0.053
2019-08-20	13:11:09.145944	0.053
2019-08-20	13:11:09.153944	0.053
2019-08-20	13:11:09.161944	0.053
2019-08-20	13:11:09.169944	0.053
2019-08-20	13:11:09.177944	0.054
2019-08-20	13:11:09.185944	0.054
2019-08-20	13:11:09.193944	0.054
2019-08-20	13:11:09.201944	0.054
2019-08-20	13:11:09.209944	0.054
2019-08-20	13:11:09.217944	0.054
2019-08-20	13:11:09.225944	0.055
2019-08-20	13:11:09.233944	0.054
2019-08-20	13:11:09.241944	0.054
2019-08-20	13:11:09.249944	0.054
2019-08-20	13:11:09.257944	0.054
2019-08-20	13:11:09.265944	0.054
2019-08-20	13:11:09.273944	0.054
2019-08-20	13:11:09.281944	0.054
2019-08-20	13:11:09.289944	0.054
2019-08-20	13:11:09.297944	0.055
2019-08-20	13:11:09.305944	0.055
2019-08-20	13:11:09.313944	0.056
2019-08-20	13:11:09.321944	0.057
2019-08-20	13:11:09.329944	0.057
2019-08-20	13:11:09.337944	0.057
2019-08-20	13:11:09.345944	0.057
2019-08-20	13:11:09.353944	0.057
2019-08-20	13:11:09.361944	0.058
2019-08-20	13:11:09.369944	0.057
2019-08-20	13:11:09.377944	0.057
2019-08-20	13:11:09.385944	0.057
2019-08-20	13:11:09.393944	0.056
2019-08-20	13:11:09.401944	0.055
2019-08-20	13:11:09.409944	0.054
2019-08-20	13:11:09.417944	0.054
2019-08-20	13:11:09.425944	0.053
2019-08-20	13:11:09.433944	0.053
2019-08-20	13:11:09.441944	0.052
2019-08-20	13:11:09.449944	0.052
2019-08-20	13:11:09.457944	0.052
2019-08-20	13:11:09.465944	0.051
2019-08-20	13:11:09.473944	0.051
2019-08-20	13:11:09.481944	0.051
2019-08-20	13:11:09.489944	0.052
2019-08-20	13:11:09.497944	0.052
2019-08-20	13:11:09.505944	0.052
2019-08-20	13:11:09.513944	0.052
2019-08-20	13:11:09.521944	0.053
2019-08-20	13:11:09.529944	0.053
2019-08-20	13:11:09.537944	0.053
2019-08-20	13:11:09.545944	0.054
2019-08-20	13:11:09.553944	0.054
2019-08-20	13:11:09.561944	0.054
2019-08-20	13:11:09.569944	0.054
2019-08-20	13:11:09.577944	0.055
2019-08-20	13:11:09.585944	0.055
2019-08-20	13:11:09.593944	0.055
2019-08-20	13:11:09.601944	0.055
2019-08-20	13:11:09.609944	0.055
2019-08-20	13:11:09.617944	0.055
2019-08-20	13:11:09.625944	0.056
2019-08-20	13:11:09.633944	0.056
2019-08-20	13:11:09.641944	0.056
2019-08-20	13:11:09.649944	0.057
2019-08-20	13:11:09.657944	0.057
2019-08-20	13:11:09.665944	0.058
2019-08-20	13:11:09.673944	0.059
2019-08-20	13:11:09.681944	0.060
