[Context]
Date	8/20/2019 1:11:08 PM

[Module]
SerialNumber	14ZP1002
Model	FPI-HR-2
Config	-2-F2-SCAI-V
ManufactureDate	1/20/2014 12:00:00 AM
CalibrationDate	1/20/2014 12:00:00 AM
ControllerVersion	2.1.4.0
FirmwareVersion	1.2.0.0
HardwareVersion	4.0.0.0

[Channel]
Id	2
AcquisitionRate(Hz)	125
LowPassFilterFrequency(Hz)	1
Offset(kPa)	-220.102233886719
Unit	kPa

[Sensor]
SerialNumber	1900004
Model	RocTest
CalibrationDate	8/20/2019 10:07:31 AM
Phenomenon	Pressure
AlgorithmUnit	kPa
MinCalibrationRange(kPa)	-3.40282346638529E+38
MaxCalibrationRange(kPa)	3.40282346638529E+38
AlgorithmType	CoefV1
CoefficientsLength	5
Coefficient0	174.389999389648
Coefficient1	-0.217500001192093
Coefficient2	2.01100010599475E-06
Coefficient3	5.59939983268976E-10
Coefficient4	0

[Data]
2019-08-20	13:11:08.140881	0.035
2019-08-20	13:11:08.148881	0.035
2019-08-20	13:11:08.156881	0.034
2019-08-20	13:11:08.164881	0.034
2019-08-20	13:11:08.172881	0.034
2019-08-20	13:11:08.180881	0.034
2019-08-20	13:11:08.188881	0.034
2019-08-20	13:11:08.196881	0.034
2019-08-20	13:11:08.204881	0.035
2019-08-20	13:11:08.212881	0.035
2019-08-20	13:11:08.220881	0.036
2019-08-20	13:11:08.228881	0.036
2019-08-20	13:11:08.236881	0.036
2019-08-20	13:11:08.244881	0.037
2019-08-20	13:11:08.252881	0.037
2019-08-20	13:11:08.260881	0.037
2019-08-20	13:11:08.268881	0.037
2019-08-20	13:11:08.276881	0.037
2019-08-20	13:11:08.284881	0.037
2019-08-20	13:11:08.292881	0.038
2019-08-20	13:11:08.300881	0.038
2019-08-20	13:11:08.308881	0.038
2019-08-20	13:11:08.316881	0.039
2019-08-20	13:11:08.324881	0.039
2019-08-20	13:11:08.332881	0.039
2019-08-20	13:11:08.340881	0.039
