[Context]
Date	8/20/2019 1:16:46 PM

[Module]
SerialNumber	14ZP1006
Model	FPI-HR-2
Config	-2-F2-SCAI-V
ManufactureDate	4/9/2014 12:00:00 AM
CalibrationDate	4/9/2014 12:00:00 AM
ControllerVersion	2.1.4.0
FirmwareVersion	1.2.0.0
HardwareVersion	4.0.0.0

[Channel]
Id	2
AcquisitionRate(Hz)	125
LowPassFilterFrequency(Hz)	1
Offset(kPa)	-31.3017902374268
Unit	kPa

[Sensor]
SerialNumber	1900008
Model	RocTest
CalibrationDate	8/20/2019 10:14:50 AM
Phenomenon	Pressure
AlgorithmUnit	kPa
MinCalibrationRange(kPa)	-3.40282346638529E+38
MaxCalibrationRange(kPa)	3.40282346638529E+38
AlgorithmType	CoefV1
CoefficientsLength	5
Coefficient0	174.460006713867
Coefficient1	-0.214760005474091
Coefficient2	2.29030001719366E-06
Coefficient3	6.31720009636183E-10
Coefficient4	0

[Data]
2019-08-20	13:16:46.216157	-0.012
2019-08-20	13:16:46.224157	-0.012
2019-08-20	13:16:46.232157	-0.012
2019-08-20	13:16:46.240157	-0.012
2019-08-20	13:16:46.248157	-0.011
2019-08-20	13:16:46.256157	-0.011
2019-08-20	13:16:46.264157	-0.010
2019-08-20	13:16:46.272157	-0.010
2019-08-20	13:16:46.280157	-0.009
2019-08-20	13:16:46.288157	-0.009
2019-08-20	13:16:46.296157	-0.009
2019-08-20	13:16:46.304157	-0.008
2019-08-20	13:16:46.312157	-0.007
2019-08-20	13:16:46.320157	-0.007
2019-08-20	13:16:46.328157	-0.006
2019-08-20	13:16:46.336157	-0.005
2019-08-20	13:16:46.344157	-0.004
2019-08-20	13:16:46.352157	-0.003
2019-08-20	13:16:46.360157	-0.002
2019-08-20	13:16:46.368157	0.000
2019-08-20	13:16:46.376157	0.000
2019-08-20	13:16:46.384157	0.002
2019-08-20	13:16:46.392157	0.003
2019-08-20	13:16:46.400157	0.005
2019-08-20	13:16:46.408157	0.006
2019-08-20	13:16:46.416157	0.007
2019-08-20	13:16:46.424157	0.007
2019-08-20	13:16:46.432157	0.007
2019-08-20	13:16:46.440157	0.008
2019-08-20	13:16:46.448157	0.008
2019-08-20	13:16:46.456157	0.009
2019-08-20	13:16:46.464157	0.009
2019-08-20	13:16:46.472157	0.008
2019-08-20	13:16:46.480157	0.007
2019-08-20	13:16:46.488157	0.007
2019-08-20	13:16:46.496157	0.006
2019-08-20	13:16:46.504157	0.006
2019-08-20	13:16:46.512157	0.006
2019-08-20	13:16:46.520157	0.007
2019-08-20	13:16:46.528157	0.007
2019-08-20	13:16:46.536157	0.008
2019-08-20	13:16:46.544157	0.008
2019-08-20	13:16:46.552157	0.009
2019-08-20	13:16:46.560157	0.009
